programmeCourseId,studyYear,academicYear_programmeCourse,courseType,ConsistsOf,Includes
PC1165,2,2023-2024,elective,1271,10013
PC1166,2,2023-2024,elective,1163,10013
PC1167,2,2023-2024,elective,1133,10013
PC1168,2,2023-2024,elective,1121,10013
PC1169,2,2023-2024,elective,1033,10013
PC1170,3,2013-2014,compulsory,1292,10013
PC1171,3,2013-2014,compulsory,1160,10013
PC1172,3,2013-2014,compulsory-elective,1273,10013
PC1173,3,2013-2014,compulsory-elective,1146,10013
PC1174,3,2013-2014,compulsory-elective,1046,10013
PC1175,3,2013-2014,compulsory-elective,1004,10013
PC1176,3,2013-2014,elective,1294,10013
PC1177,3,2013-2014,elective,1284,10013
PC1178,3,2013-2014,elective,1267,10013
PC1179,3,2013-2014,elective,1184,10013
PC1180,3,2013-2014,elective,1169,10013
PC1181,3,2014-2015,compulsory,1230,10013
PC1182,3,2014-2015,compulsory,1030,10013
PC1183,3,2014-2015,compulsory-elective,1291,10013
PC1184,3,2014-2015,compulsory-elective,1220,10013
PC1185,3,2014-2015,compulsory-elective,1034,10013
PC1186,3,2014-2015,elective,1238,10013
PC1187,3,2014-2015,elective,1152,10013
PC1188,3,2014-2015,elective,1149,10013
PC1189,3,2014-2015,elective,1105,10013
PC1190,3,2015-2016,compulsory,1126,10013
PC1191,3,2015-2016,compulsory-elective,1224,10013
PC1192,3,2015-2016,compulsory-elective,1196,10013
PC1193,3,2015-2016,compulsory-elective,1138,10013
PC1194,3,2015-2016,compulsory-elective,1131,10013
PC1195,3,2015-2016,elective,1294,10013
PC1196,3,2015-2016,elective,1254,10013
PC1197,3,2015-2016,elective,1148,10013
PC1198,3,2015-2016,elective,1019,10013
PC1199,3,2015-2016,elective,1010,10013
PC1200,3,2016-2017,compulsory,1160,10013
PC1201,3,2016-2017,compulsory-elective,1187,10013
PC1202,3,2016-2017,compulsory-elective,1154,10013
PC1203,3,2016-2017,compulsory-elective,1047,10013
PC1204,3,2016-2017,elective,1285,10013
PC1205,3,2016-2017,elective,1246,10013
PC1206,3,2016-2017,elective,1134,10013
PC1207,3,2016-2017,elective,1121,10013
PC1208,3,2017-2018,compulsory,1210,10013
PC1209,3,2017-2018,compulsory,1151,10013
PC1210,3,2017-2018,compulsory-elective,1238,10013
PC1211,3,2017-2018,compulsory-elective,1223,10013
PC1212,3,2017-2018,compulsory-elective,1028,10013
PC1213,3,2017-2018,elective,1297,10013
PC1214,3,2017-2018,elective,1257,10013
PC1215,3,2017-2018,elective,1236,10013
PC1216,3,2017-2018,elective,1157,10013
PC1217,3,2018-2019,compulsory,1244,10013
PC1218,3,2018-2019,compulsory-elective,1262,10013
PC1219,3,2018-2019,compulsory-elective,1192,10013
PC1220,3,2018-2019,compulsory-elective,1170,10013
PC1221,3,2018-2019,compulsory-elective,1161,10013
PC1222,3,2018-2019,elective,1277,10013
PC1223,3,2018-2019,elective,1250,10013
PC1224,3,2018-2019,elective,1202,10013
PC1225,3,2018-2019,elective,1195,10013
PC1226,3,2018-2019,elective,1172,10013
PC1227,3,2018-2019,elective,1071,10013
PC1228,3,2019-2020,compulsory,1139,10013
PC1229,3,2019-2020,compulsory-elective,1089,10013
PC1230,3,2019-2020,compulsory-elective,1075,10013
PC1231,3,2019-2020,elective,1286,10013
PC1232,3,2019-2020,elective,1258,10013
PC1233,3,2019-2020,elective,1223,10013
PC1234,3,2019-2020,elective,1196,10013
PC1235,3,2020-2021,compulsory,1267,10013
PC1236,3,2020-2021,compulsory-elective,1157,10013
PC1237,3,2020-2021,compulsory-elective,1050,10013
PC1238,3,2020-2021,compulsory-elective,1012,10013
PC1239,3,2020-2021,elective,1115,10013
PC1240,3,2020-2021,elective,1087,10013
PC1241,3,2020-2021,elective,1066,10013
PC1242,3,2020-2021,elective,1044,10013
PC1243,3,2020-2021,elective,1026,10013
PC1244,3,2021-2022,compulsory,1254,10013
PC1245,3,2021-2022,compulsory-elective,1279,10013
PC1246,3,2021-2022,compulsory-elective,1262,10013
PC1247,3,2021-2022,compulsory-elective,1042,10013
PC1248,3,2021-2022,compulsory-elective,1040,10013
PC1249,3,2021-2022,elective,1256,10013
PC1250,3,2021-2022,elective,1245,10013
PC1251,3,2021-2022,elective,1177,10013
PC1252,3,2021-2022,elective,1145,10013
PC1253,3,2021-2022,elective,1134,10013
PC1254,3,2022-2023,compulsory,1104,10013
PC1255,3,2022-2023,compulsory-elective,1233,10013
PC1256,3,2022-2023,compulsory-elective,1151,10013
PC1257,3,2022-2023,compulsory-elective,1114,10013
PC1258,3,2022-2023,compulsory-elective,1019,10013
PC1259,3,2022-2023,compulsory-elective,1188,10013
PC1260,3,2022-2023,compulsory-elective,1154,10013
PC1261,3,2022-2023,compulsory-elective,1079,10013
PC1262,3,2022-2023,compulsory-elective,1005,10013
PC1263,3,2023-2024,compulsory,1116,10013
PC1264,3,2023-2024,compulsory,1102,10013
PC1265,3,2023-2024,compulsory,1255,10013
PC1266,3,2023-2024,compulsory,1245,10013
PC1267,3,2023-2024,elective,1253,10013
PC1268,3,2023-2024,elective,1222,10013
PC1269,3,2023-2024,elective,1126,10013
PC1270,3,2023-2024,elective,1125,10013
PC1271,3,2023-2024,elective,1111,10013
PC1272,3,2023-2024,elective,1036,10013
PC1273,1,2013-2014,compulsory,1200,10014
PC1274,1,2013-2014,compulsory-elective,1282,10014
PC1275,1,2013-2014,compulsory-elective,1050,10014
PC1276,1,2013-2014,elective,1297,10014
PC1277,1,2013-2014,elective,1219,10014
PC1278,1,2013-2014,elective,1076,10014
PC1279,1,2013-2014,elective,1077,10014
PC1280,1,2014-2015,compulsory,1253,10014
PC1281,1,2014-2015,compulsory,1073,10014
PC1282,1,2014-2015,compulsory-elective,1067,10014
PC1283,1,2014-2015,compulsory-elective,1050,10014
PC1284,1,2014-2015,compulsory-elective,1030,10014
PC1285,1,2014-2015,elective,1297,10014
PC1286,1,2014-2015,elective,1200,10014
PC1287,1,2014-2015,elective,1181,10014
PC1288,1,2014-2015,elective,1115,10014
PC1289,1,2014-2015,elective,1104,10014
PC1290,1,2014-2015,elective,1015,10014
PC1291,1,2015-2016,compulsory,1110,10014
PC1292,1,2015-2016,compulsory,1024,10014
PC1293,1,2015-2016,compulsory,1164,10014
PC1294,1,2015-2016,compulsory,1095,10014
PC1295,1,2015-2016,elective,1274,10014
PC1296,1,2015-2016,elective,1214,10014
PC1297,1,2015-2016,elective,1213,10014
PC1298,1,2015-2016,elective,1081,10014
PC1299,1,2015-2016,elective,1003,10014
PC1300,1,2016-2017,compulsory,1075,10014
PC1301,1,2016-2017,compulsory-elective,1179,10014
PC1302,1,2016-2017,compulsory-elective,1134,10014
PC1303,1,2016-2017,elective,1287,10014
PC1304,1,2016-2017,elective,1282,10014
PC1305,1,2016-2017,elective,1254,10014
PC1306,1,2016-2017,elective,1255,10014
PC1307,1,2016-2017,elective,1251,10014
PC1308,1,2016-2017,elective,1200,10014
PC1309,1,2017-2018,compulsory,1260,10014
PC1310,1,2017-2018,compulsory-elective,1203,10014
PC1311,1,2017-2018,compulsory-elective,1112,10014
PC1312,1,2017-2018,compulsory-elective,1104,10014
PC1313,1,2017-2018,elective,1182,10014
PC1314,1,2017-2018,elective,1154,10014
PC1315,1,2017-2018,elective,1140,10014
PC1316,1,2017-2018,elective,1105,10014
PC1317,1,2017-2018,elective,1060,10014
PC1318,1,2017-2018,elective,1003,10014
PC1319,1,2018-2019,compulsory,1139,10014
PC1320,1,2018-2019,compulsory-elective,1277,10014
PC1321,1,2018-2019,compulsory-elective,1268,10014
PC1322,1,2018-2019,compulsory-elective,1101,10014
PC1323,1,2018-2019,compulsory-elective,1045,10014
PC1324,1,2018-2019,elective,1252,10014
PC1325,1,2018-2019,elective,1245,10014
PC1326,1,2018-2019,elective,1102,10014
PC1327,1,2018-2019,elective,1018,10014
PC1328,1,2018-2019,elective,1016,10014
PC1329,1,2019-2020,compulsory,1167,10014
PC1330,1,2019-2020,compulsory,1132,10014
PC1331,1,2019-2020,compulsory-elective,1285,10014
PC1332,1,2019-2020,compulsory-elective,1241,10014
PC1333,1,2019-2020,compulsory-elective,1237,10014
PC1334,1,2019-2020,elective,1283,10014
PC1335,1,2019-2020,elective,1201,10014
PC1336,1,2019-2020,elective,1084,10014
PC1337,1,2019-2020,elective,1067,10014
PC1338,1,2019-2020,elective,1012,10014
PC1339,1,2020-2021,compulsory,1250,10014
PC1340,1,2020-2021,compulsory,1013,10014
PC1341,1,2020-2021,compulsory-elective,1178,10014
PC1342,1,2020-2021,compulsory-elective,1167,10014
PC1343,1,2020-2021,compulsory-elective,1125,10014
PC1344,1,2020-2021,compulsory-elective,1016,10014
PC1345,1,2020-2021,elective,1287,10014
PC1346,1,2020-2021,elective,1270,10014
PC1347,1,2020-2021,elective,1202,10014
PC1348,1,2020-2021,elective,1156,10014
PC1349,1,2020-2021,elective,1103,10014
PC1350,1,2020-2021,elective,1008,10014
PC1351,1,2021-2022,compulsory,1274,10014
PC1352,1,2021-2022,compulsory,1014,10014
PC1353,1,2021-2022,compulsory-elective,1267,10014
PC1354,1,2021-2022,compulsory-elective,1255,10014
PC1355,1,2021-2022,compulsory-elective,1159,10014
PC1356,1,2021-2022,elective,1164,10014
PC1357,1,2021-2022,elective,1140,10014
PC1358,1,2021-2022,elective,1116,10014
PC1359,1,2021-2022,elective,1037,10014
PC1360,1,2022-2023,compulsory,1262,10014
PC1361,1,2022-2023,compulsory,1201,10014
PC1362,1,2022-2023,compulsory-elective,1233,10014
PC1363,1,2022-2023,compulsory-elective,1190,10014
PC1364,1,2022-2023,compulsory-elective,1160,10014
PC1365,1,2022-2023,compulsory-elective,1078,10014
PC1366,1,2022-2023,elective,1238,10014
PC1367,1,2022-2023,elective,1203,10014
PC1368,1,2022-2023,elective,1073,10014
PC1369,1,2022-2023,elective,1059,10014
PC1370,1,2022-2023,elective,1054,10014
PC1371,1,2022-2023,elective,1012,10014
PC1372,1,2023-2024,compulsory,1041,10014
PC1373,1,2023-2024,compulsory,1022,10014
PC1374,1,2023-2024,compulsory,1247,10014
PC1375,1,2023-2024,compulsory,1202,10014
PC1376,1,2023-2024,elective,1299,10014
PC1377,1,2023-2024,elective,1277,10014
PC1378,1,2023-2024,elective,1236,10014
PC1379,1,2023-2024,elective,1209,10014
PC1380,1,2023-2024,elective,1138,10014
PC1381,1,2023-2024,elective,1025,10014
PC1382,2,2013-2014,compulsory,1236,10014
PC1383,2,2013-2014,compulsory-elective,1288,10014
PC1384,2,2013-2014,compulsory-elective,1280,10014
PC1385,2,2013-2014,compulsory-elective,1087,10014
PC1386,2,2013-2014,elective,1249,10014
PC1387,2,2013-2014,elective,1238,10014
PC1388,2,2013-2014,elective,1081,10014
PC1389,2,2013-2014,elective,1057,10014
PC1390,2,2013-2014,elective,1006,10014
PC1391,2,2014-2015,compulsory,1287,10014
PC1392,2,2014-2015,compulsory,1125,10014
PC1393,2,2014-2015,compulsory-elective,1257,10014
PC1394,2,2014-2015,compulsory-elective,1230,10014
PC1395,2,2014-2015,compulsory-elective,1086,10014
PC1396,2,2014-2015,compulsory-elective,1049,10014
PC1397,2,2014-2015,compulsory-elective,1196,10014
PC1398,2,2014-2015,compulsory-elective,1136,10014
PC1399,2,2014-2015,compulsory-elective,1092,10014
PC1400,2,2014-2015,compulsory-elective,1027,10014
PC1401,2,2015-2016,compulsory,1187,10014
PC1402,2,2015-2016,compulsory,1061,10014
PC1403,2,2015-2016,compulsory-elective,1283,10014
PC1404,2,2015-2016,compulsory-elective,1158,10014
PC1405,2,2015-2016,compulsory-elective,1118,10014
PC1406,2,2015-2016,compulsory-elective,1021,10014
PC1407,2,2015-2016,elective,1285,10014
PC1408,2,2015-2016,elective,1145,10014
PC1409,2,2015-2016,elective,1091,10014
PC1410,2,2015-2016,elective,1060,10014
PC1411,2,2015-2016,elective,1049,10014
PC1412,2,2016-2017,compulsory,1143,10014
PC1413,2,2016-2017,compulsory,1050,10014
PC1414,2,2016-2017,compulsory-elective,1290,10014
PC1415,2,2016-2017,compulsory-elective,1055,10014
PC1416,2,2016-2017,compulsory-elective,1036,10014
PC1417,2,2016-2017,elective,1237,10014
PC1418,2,2016-2017,elective,1160,10014
PC1419,2,2016-2017,elective,1150,10014
PC1420,2,2016-2017,elective,1147,10014
PC1421,2,2016-2017,elective,1112,10014
PC1422,2,2016-2017,elective,1006,10014
PC1423,2,2017-2018,compulsory,1227,10014
PC1424,2,2017-2018,compulsory,1224,10014
PC1425,2,2017-2018,compulsory,1136,10014
PC1426,2,2017-2018,compulsory,1131,10014
PC1427,2,2017-2018,elective,1297,10014
PC1428,2,2017-2018,elective,1282,10014
PC1429,2,2017-2018,elective,1090,10014
PC1430,2,2017-2018,elective,1035,10014
PC1431,2,2017-2018,elective,1016,10014
PC1432,2,2018-2019,compulsory,1226,10014
PC1433,2,2018-2019,compulsory,1024,10014
PC1434,2,2018-2019,compulsory,1225,10014
PC1435,2,2018-2019,compulsory,1145,10014
PC1436,2,2018-2019,elective,1268,10014
PC1437,2,2018-2019,elective,1098,10014
PC1438,2,2018-2019,elective,1034,10014
PC1439,2,2018-2019,elective,1005,10014
PC1440,2,2019-2020,compulsory,1069,10014
PC1441,2,2019-2020,compulsory,1038,10014
PC1442,2,2019-2020,compulsory-elective,1264,10014
PC1443,2,2019-2020,compulsory-elective,1048,10014
PC1444,2,2019-2020,compulsory-elective,1044,10014
PC1445,2,2019-2020,compulsory-elective,1009,10014
PC1446,2,2019-2020,elective,1274,10014
PC1447,2,2019-2020,elective,1250,10014
PC1448,2,2019-2020,elective,1101,10014
PC1449,2,2019-2020,elective,1094,10014
PC1450,2,2019-2020,elective,1064,10014
PC1451,2,2019-2020,elective,1033,10014
PC1452,2,2020-2021,compulsory,1261,10014
PC1453,2,2020-2021,compulsory,1236,10014
PC1454,2,2020-2021,compulsory-elective,1295,10014
PC1455,2,2020-2021,compulsory-elective,1269,10014
PC1456,2,2020-2021,compulsory-elective,1015,10014
PC1457,2,2020-2021,elective,1226,10014
PC1458,2,2020-2021,elective,1124,10014
PC1459,2,2020-2021,elective,1116,10014
PC1460,2,2020-2021,elective,1099,10014
PC1461,2,2020-2021,elective,1043,10014
PC1462,2,2020-2021,elective,1035,10014
PC1463,2,2021-2022,compulsory,1069,10014
PC1464,2,2021-2022,compulsory-elective,1269,10014
PC1465,2,2021-2022,compulsory-elective,1222,10014
PC1466,2,2021-2022,elective,1274,10014
PC1467,2,2021-2022,elective,1235,10014
PC1468,2,2021-2022,elective,1203,10014
PC1469,2,2021-2022,elective,1078,10014
PC1470,2,2021-2022,elective,1032,10014
PC1471,2,2022-2023,compulsory,1258,10014
PC1472,2,2022-2023,compulsory,1154,10014
PC1473,2,2022-2023,compulsory,1297,10014
PC1474,2,2022-2023,compulsory,1275,10014
PC1475,2,2022-2023,elective,1241,10014
PC1476,2,2022-2023,elective,1175,10014
PC1477,2,2022-2023,elective,1151,10014
PC1478,2,2022-2023,elective,1113,10014
PC1479,2,2023-2024,compulsory,1223,10014
PC1480,2,2023-2024,compulsory,1139,10014
PC1481,2,2023-2024,compulsory,1192,10014
PC1482,2,2023-2024,compulsory,1093,10014
PC1483,2,2023-2024,elective,1269,10014
PC1484,2,2023-2024,elective,1262,10014
PC1485,2,2023-2024,elective,1226,10014
PC1486,2,2023-2024,elective,1020,10014
PC1487,1,2013-2014,compulsory,1177,10021
PC1488,1,2013-2014,compulsory-elective,1171,10021
PC1489,1,2013-2014,compulsory-elective,1100,10021
PC1490,1,2013-2014,elective,1270,10021
PC1491,1,2013-2014,elective,1158,10021
PC1492,1,2013-2014,elective,1133,10021
PC1493,1,2013-2014,elective,1070,10021
PC1494,1,2014-2015,compulsory,1127,10021
PC1495,1,2014-2015,compulsory,1122,10021
PC1496,1,2014-2015,compulsory-elective,1271,10021
PC1497,1,2014-2015,compulsory-elective,1263,10021
PC1498,1,2014-2015,compulsory-elective,1155,10021
PC1499,1,2014-2015,compulsory-elective,1040,10021
PC1500,1,2014-2015,elective,1282,10021
PC1501,1,2014-2015,elective,1199,10021
PC1502,1,2014-2015,elective,1139,10021
PC1503,1,2014-2015,elective,1104,10021
PC1504,1,2014-2015,elective,1056,10021
PC1505,1,2015-2016,compulsory,1278,10021
PC1506,1,2015-2016,compulsory,1047,10021
PC1507,1,2015-2016,compulsory-elective,1292,10021
PC1508,1,2015-2016,compulsory-elective,1229,10021
PC1509,1,2015-2016,compulsory-elective,1165,10021
PC1510,1,2015-2016,elective,1261,10021
PC1511,1,2015-2016,elective,1230,10021
PC1512,1,2015-2016,elective,1174,10021
PC1513,1,2015-2016,elective,1146,10021
PC1514,1,2016-2017,compulsory,1275,10021
PC1515,1,2016-2017,compulsory,1065,10021
PC1516,1,2016-2017,compulsory,1234,10021
PC1517,1,2016-2017,compulsory,1079,10021
PC1518,1,2016-2017,elective,1250,10021
PC1519,1,2016-2017,elective,1105,10021
PC1520,1,2016-2017,elective,1076,10021
PC1521,1,2016-2017,elective,1036,10021
PC1522,1,2017-2018,compulsory,1043,10021
PC1523,1,2017-2018,compulsory,1006,10021
PC1524,1,2017-2018,compulsory-elective,1231,10021
PC1525,1,2017-2018,compulsory-elective,1106,10021
PC1526,1,2017-2018,compulsory-elective,1098,10021
PC1527,1,2017-2018,compulsory-elective,1090,10021
PC1528,1,2017-2018,compulsory-elective,1280,10021
PC1529,1,2017-2018,compulsory-elective,1178,10021
PC1530,1,2017-2018,compulsory-elective,1147,10021
PC1531,1,2017-2018,compulsory-elective,1116,10021
PC1532,1,2018-2019,compulsory,1181,10021
PC1533,1,2018-2019,compulsory-elective,1213,10021
PC1534,1,2018-2019,compulsory-elective,1187,10021
PC1535,1,2018-2019,compulsory-elective,1078,10021
PC1536,1,2018-2019,compulsory-elective,1016,10021
PC1537,1,2018-2019,elective,1279,10021
PC1538,1,2018-2019,elective,1188,10021
PC1539,1,2018-2019,elective,1165,10021
PC1540,1,2018-2019,elective,1136,10021
PC1541,1,2018-2019,elective,1133,10021
PC1542,1,2019-2020,compulsory,1159,10021
PC1543,1,2019-2020,compulsory-elective,1298,10021
PC1544,1,2019-2020,compulsory-elective,1204,10021
PC1545,1,2019-2020,compulsory-elective,1020,10021
PC1546,1,2019-2020,elective,1297,10021
PC1547,1,2019-2020,elective,1255,10021
PC1548,1,2019-2020,elective,1246,10021
PC1549,1,2019-2020,elective,1236,10021
PC1550,1,2019-2020,elective,1094,10021
PC1551,1,2020-2021,compulsory,1264,10021
PC1552,1,2020-2021,compulsory,1061,10021
PC1553,1,2020-2021,compulsory,1173,10021
PC1554,1,2020-2021,compulsory,1163,10021
PC1555,1,2020-2021,elective,1258,10021
PC1556,1,2020-2021,elective,1181,10021
PC1557,1,2020-2021,elective,1081,10021
PC1558,1,2020-2021,elective,1070,10021
PC1559,1,2020-2021,elective,1050,10021
PC1560,1,2020-2021,elective,1006,10021
PC1561,1,2021-2022,compulsory,1277,10021
PC1562,1,2021-2022,compulsory-elective,1265,10021
PC1563,1,2021-2022,compulsory-elective,1189,10021
PC1564,1,2021-2022,compulsory-elective,1141,10021
PC1565,1,2021-2022,elective,1299,10021
PC1566,1,2021-2022,elective,1248,10021
PC1567,1,2021-2022,elective,1185,10021
PC1568,1,2021-2022,elective,1114,10021
PC1569,1,2021-2022,elective,1106,10021
PC1570,1,2021-2022,elective,1032,10021
PC1571,1,2022-2023,compulsory,1199,10021
PC1572,1,2022-2023,compulsory,1140,10021
PC1573,1,2022-2023,compulsory-elective,1223,10021
PC1574,1,2022-2023,compulsory-elective,1206,10021
PC1575,1,2022-2023,compulsory-elective,1191,10021
PC1576,1,2022-2023,elective,1283,10021
PC1577,1,2022-2023,elective,1145,10021
PC1578,1,2022-2023,elective,1040,10021
PC1579,1,2022-2023,elective,1041,10021
PC1580,1,2023-2024,compulsory,1259,10021
PC1581,1,2023-2024,compulsory-elective,1216,10021
PC1582,1,2023-2024,compulsory-elective,1167,10021
PC1583,1,2023-2024,elective,1203,10021
PC1584,1,2023-2024,elective,1175,10021
PC1585,1,2023-2024,elective,1121,10021
PC1586,1,2023-2024,elective,1077,10021
PC1587,2,2013-2014,compulsory,1054,10021
PC1588,2,2013-2014,compulsory,1032,10021
PC1589,2,2013-2014,compulsory-elective,1299,10021
PC1590,2,2013-2014,compulsory-elective,1294,10021
PC1591,2,2013-2014,compulsory-elective,1157,10021
PC1592,2,2013-2014,elective,1285,10021
PC1593,2,2013-2014,elective,1229,10021
PC1594,2,2013-2014,elective,1205,10021
PC1595,2,2013-2014,elective,1175,10021
PC1596,2,2013-2014,elective,1145,10021
PC1597,2,2014-2015,compulsory,1095,10021
PC1598,2,2014-2015,compulsory-elective,1254,10021
PC1599,2,2014-2015,compulsory-elective,1242,10021
PC1600,2,2014-2015,compulsory-elective,1205,10021
PC1601,2,2014-2015,compulsory-elective,1074,10021
PC1602,2,2014-2015,elective,1247,10021
PC1603,2,2014-2015,elective,1173,10021
PC1604,2,2014-2015,elective,1164,10021
PC1605,2,2014-2015,elective,1142,10021
PC1606,2,2014-2015,elective,1015,10021
PC1607,2,2015-2016,compulsory,1295,10021
PC1608,2,2015-2016,compulsory-elective,1243,10021
PC1609,2,2015-2016,compulsory-elective,1061,10021
PC1610,2,2015-2016,compulsory-elective,1015,10021
PC1611,2,2015-2016,elective,1296,10021
PC1612,2,2015-2016,elective,1284,10021
PC1613,2,2015-2016,elective,1113,10021
PC1614,2,2015-2016,elective,1084,10021
PC1615,2,2016-2017,compulsory,1292,10021
PC1616,2,2016-2017,compulsory,1108,10021
PC1617,2,2016-2017,compulsory-elective,1280,10021
PC1618,2,2016-2017,compulsory-elective,1146,10021
PC1619,2,2016-2017,compulsory-elective,1104,10021
PC1620,2,2016-2017,elective,1191,10021
PC1621,2,2016-2017,elective,1190,10021
PC1622,2,2016-2017,elective,1153,10021
PC1623,2,2016-2017,elective,1144,10021
PC1624,2,2016-2017,elective,1064,10021
PC1625,2,2017-2018,compulsory,1199,10021
PC1626,2,2017-2018,compulsory-elective,1277,10021
PC1627,2,2017-2018,compulsory-elective,1152,10021
PC1628,2,2017-2018,elective,1290,10021
PC1629,2,2017-2018,elective,1209,10021
PC1630,2,2017-2018,elective,1108,10021
PC1631,2,2017-2018,elective,1059,10021
PC1632,2,2018-2019,compulsory,1276,10021
PC1633,2,2018-2019,compulsory,1205,10021
PC1634,2,2018-2019,compulsory-elective,1238,10021
PC1635,2,2018-2019,compulsory-elective,1159,10021
PC1636,2,2018-2019,compulsory-elective,1097,10021
PC1637,2,2018-2019,elective,1269,10021
PC1638,2,2018-2019,elective,1244,10021
PC1639,2,2018-2019,elective,1221,10021
PC1640,2,2018-2019,elective,1149,10021
PC1641,2,2018-2019,elective,1031,10021
PC1642,2,2019-2020,compulsory,1150,10021
PC1643,2,2019-2020,compulsory-elective,1054,10021
PC1644,2,2019-2020,compulsory-elective,1043,10021
PC1645,2,2019-2020,compulsory-elective,1024,10021
PC1646,2,2019-2020,elective,1269,10021
PC1647,2,2019-2020,elective,1217,10021
PC1648,2,2019-2020,elective,1197,10021
PC1649,2,2019-2020,elective,1126,10021
PC1650,2,2019-2020,elective,1086,10021
PC1651,2,2020-2021,compulsory,1116,10021
PC1652,2,2020-2021,compulsory-elective,1255,10021
PC1653,2,2020-2021,compulsory-elective,1239,10021
PC1654,2,2020-2021,compulsory-elective,1080,10021
PC1655,2,2020-2021,compulsory-elective,1051,10021
PC1656,2,2020-2021,compulsory-elective,1238,10021
PC1657,2,2020-2021,compulsory-elective,1188,10021
PC1658,2,2020-2021,compulsory-elective,1179,10021
PC1659,2,2020-2021,compulsory-elective,1079,10021
PC1660,2,2021-2022,compulsory,1156,10021
PC1661,2,2021-2022,compulsory,1103,10021
PC1662,2,2021-2022,compulsory-elective,1257,10021
PC1663,2,2021-2022,compulsory-elective,1203,10021
PC1664,2,2021-2022,compulsory-elective,1044,10021
PC1665,2,2021-2022,elective,1285,10021
PC1666,2,2021-2022,elective,1276,10021
PC1667,2,2021-2022,elective,1187,10021
PC1668,2,2021-2022,elective,1163,10021
PC1669,2,2022-2023,compulsory,1156,10021
PC1670,2,2022-2023,compulsory,1136,10021
PC1671,2,2022-2023,compulsory-elective,1244,10021
PC1672,2,2022-2023,compulsory-elective,1172,10021
PC1673,2,2022-2023,compulsory-elective,1165,10021
PC1674,2,2022-2023,compulsory-elective,1067,10021
PC1675,2,2022-2023,elective,1249,10021
PC1676,2,2022-2023,elective,1190,10021
PC1677,2,2022-2023,elective,1075,10021
PC1678,2,2022-2023,elective,1063,10021
PC1679,2,2022-2023,elective,1050,10021
PC1680,2,2022-2023,elective,1007,10021
PC1681,2,2023-2024,compulsory,1193,10021
PC1682,2,2023-2024,compulsory,1170,10021
PC1683,2,2023-2024,compulsory-elective,1232,10021
PC1684,2,2023-2024,compulsory-elective,1145,10021
PC1685,2,2023-2024,compulsory-elective,1074,10021
PC1686,2,2023-2024,compulsory-elective,1016,10021
PC1687,2,2023-2024,elective,1244,10021
PC1688,2,2023-2024,elective,1105,10021
PC1689,2,2023-2024,elective,1094,10021
PC1690,2,2023-2024,elective,1087,10021
PC1691,2,2023-2024,elective,1004,10021
PC1692,1,2013-2014,compulsory,1117,10031
PC1693,1,2013-2014,compulsory-elective,1163,10031
PC1694,1,2013-2014,compulsory-elective,1128,10031
PC1695,1,2013-2014,elective,1251,10031
PC1696,1,2013-2014,elective,1242,10031
PC1697,1,2013-2014,elective,1182,10031
PC1698,1,2013-2014,elective,1029,10031
PC1699,1,2013-2014,elective,1017,10031
PC1700,1,2014-2015,compulsory,1226,10031
PC1701,1,2014-2015,compulsory,1219,10031
PC1702,1,2014-2015,compulsory-elective,1295,10031
PC1703,1,2014-2015,compulsory-elective,1052,10031
PC1704,1,2014-2015,compulsory-elective,1007,10031
PC1705,1,2014-2015,elective,1256,10031
PC1706,1,2014-2015,elective,1167,10031
PC1707,1,2014-2015,elective,1065,10031
PC1708,1,2014-2015,elective,1049,10031
PC1709,1,2015-2016,compulsory,1268,10031
PC1710,1,2015-2016,compulsory-elective,1259,10031
PC1711,1,2015-2016,compulsory-elective,1053,10031
PC1712,1,2015-2016,compulsory-elective,1035,10031
PC1713,1,2015-2016,elective,1284,10031
PC1714,1,2015-2016,elective,1271,10031
PC1715,1,2015-2016,elective,1206,10031
PC1716,1,2015-2016,elective,1170,10031
PC1717,1,2016-2017,compulsory,1121,10031
PC1718,1,2016-2017,compulsory-elective,1250,10031
PC1719,1,2016-2017,compulsory-elective,1236,10031
PC1720,1,2016-2017,compulsory-elective,1219,10031
PC1721,1,2016-2017,compulsory-elective,1200,10031
PC1722,1,2016-2017,compulsory-elective,1153,10031
PC1723,1,2016-2017,compulsory-elective,1135,10031
PC1724,1,2016-2017,compulsory-elective,1126,10031
PC1725,1,2016-2017,compulsory-elective,1058,10031
PC1726,1,2017-2018,compulsory,1272,10031
PC1727,1,2017-2018,compulsory,1010,10031
PC1728,1,2017-2018,compulsory-elective,1264,10031
PC1729,1,2017-2018,compulsory-elective,1118,10031
PC1730,1,2017-2018,compulsory-elective,1106,10031
PC1731,1,2017-2018,compulsory-elective,1072,10031
PC1732,1,2017-2018,compulsory-elective,1267,10031
PC1733,1,2017-2018,compulsory-elective,1139,10031
PC1734,1,2017-2018,compulsory-elective,1138,10031
PC1735,1,2017-2018,compulsory-elective,1029,10031
PC1736,1,2018-2019,compulsory,1150,10031
PC1737,1,2018-2019,compulsory-elective,1292,10031
PC1738,1,2018-2019,compulsory-elective,1191,10031
PC1739,1,2018-2019,compulsory-elective,1051,10031
PC1740,1,2018-2019,elective,1264,10031
PC1741,1,2018-2019,elective,1237,10031
PC1742,1,2018-2019,elective,1164,10031
PC1743,1,2018-2019,elective,1112,10031
PC1744,1,2018-2019,elective,1105,10031
